epoch,step,test_fusion_acc,train_acc,train_loss,val_acc,val_loss
0,49,,0.3333333432674408,2.0024616718292236,,
0,99,,0.4722222089767456,1.4463433027267456,,
0,149,,0.3055555522441864,1.5390082597732544,,
0,199,,0.4166666567325592,1.7017449140548706,,
0,249,,0.3055555522441864,1.423828125,,
0,299,,0.3888888955116272,1.4310438632965088,,
0,349,,0.4722222089767456,1.4982367753982544,,
0,399,,0.3888888955116272,1.4988064765930176,,
0,449,,0.4444444477558136,1.4399956464767456,,
0,499,,0.2777777910232544,1.6858316659927368,,
0,549,,0.3333333432674408,1.6239149570465088,,
0,599,,0.5277777910232544,1.1682943105697632,,
0,649,,0.4166666567325592,1.2306857109069824,,
0,699,,0.3333333432674408,1.4200303554534912,,
0,749,,0.3055555522441864,1.3348524570465088,,
0,781,,,,0.3659522235393524,1.519312858581543
1,799,,0.4722222089767456,1.1917860507965088,,
1,849,,0.3888888955116272,1.2766249179840088,,
1,899,,0.6666666865348816,1.2370877265930176,,
1,949,,0.4444444477558136,1.34765625,,
1,999,,0.5277777910232544,1.1231282949447632,,
1,1049,,0.4444444477558136,1.2858072519302368,,
1,1099,,0.4722222089767456,1.2891709804534912,,
1,1149,,0.4166666567325592,1.5294595956802368,,
1,1199,,0.3611111044883728,1.3306918144226074,,
1,1249,,0.3888888955116272,1.479736328125,,
1,1299,,0.5555555820465088,1.2358940839767456,,
1,1349,,0.3333333432674408,1.7012261152267456,,
1,1399,,0.3055555522441864,1.4856771230697632,,
1,1449,,0.4444444477558136,1.2359755039215088,,
1,1499,,0.4722222089767456,1.2249619960784912,,
1,1549,,0.3888888955116272,1.6713324785232544,,
1,1563,,,,0.43973997235298157,1.3954229354858398
2,1599,,0.4166666567325592,1.3356661796569824,,
2,1649,,0.5,1.2997504472732544,,
2,1699,,0.5277777910232544,1.1042208671569824,,
2,1749,,0.3888888955116272,1.3819444179534912,,
2,1799,,0.4722222089767456,1.3979560136795044,,
2,1849,,0.4166666567325592,1.2085909843444824,,
2,1899,,0.3055555522441864,1.3444010019302368,,
2,1949,,0.4166666567325592,1.3450385332107544,,
2,1999,,0.5555555820465088,1.2253892421722412,,
2,2049,,0.5,1.27802574634552,,
2,2099,,0.5,1.15167236328125,,
2,2149,,0.4444444477558136,1.3420003652572632,,
2,2199,,0.5277777910232544,1.1653646230697632,,
2,2249,,0.3333333432674408,1.605979084968567,,
2,2299,,0.4722222089767456,1.3110893964767456,,
2,2345,,,,0.42182010412216187,1.3602932691574097
3,2349,,0.5,1.076324462890625,,
3,2399,,0.4166666567325592,1.1526827812194824,,
3,2449,,0.5277777910232544,1.1013115644454956,,
3,2499,,0.3611111044883728,1.1989339590072632,,
3,2549,,0.4444444477558136,1.3286675214767456,,
3,2599,,0.5277777910232544,1.1201545000076294,,
3,2649,,0.5833333134651184,0.9831135869026184,,
3,2699,,0.5277777910232544,1.3007540702819824,,
3,2749,,0.4722222089767456,1.3269991874694824,,
3,2799,,0.5,1.19287109375,,
3,2849,,0.5833333134651184,1.0906304121017456,,
3,2899,,0.5555555820465088,1.0272895097732544,,
3,2949,,0.6111111044883728,1.000244140625,,
3,2999,,0.4166666567325592,1.4216580390930176,,
3,3049,,0.5555555820465088,1.1385091543197632,,
3,3099,,0.3888888955116272,1.3004556894302368,,
3,3127,,,,0.4321855306625366,1.3370344638824463
4,3149,,0.4444444477558136,1.1343111991882324,,
4,3199,,0.6666666865348816,1.0113999843597412,,
4,3249,,0.4444444477558136,1.2129508256912231,,
4,3299,,0.3888888955116272,1.1694674491882324,,
4,3349,,0.4722222089767456,1.1524336338043213,,
4,3399,,0.4444444477558136,1.3741861581802368,,
4,3449,,0.5277777910232544,1.1708170175552368,,
4,3499,,0.4722222089767456,1.1939833164215088,,
4,3549,,0.5,1.2644314765930176,,
4,3599,,0.4722222089767456,1.1799044609069824,,
4,3649,,0.4166666567325592,1.2830331325531006,,
4,3699,,0.5555555820465088,0.9785020351409912,,
4,3749,,0.4444444477558136,1.0923393964767456,,
4,3799,,0.4166666567325592,1.3234184980392456,,
4,3849,,0.5,1.1111924648284912,,
4,3899,,0.5277777910232544,1.1306424140930176,,
4,3909,,,,0.4297259449958801,2.256373643875122
5,3949,,0.5833333134651184,1.2337646484375,,
5,3999,,0.5833333134651184,1.0456678867340088,,
5,4049,,0.5,1.1338839530944824,,
5,4099,,0.5277777910232544,0.9081929326057434,,
5,4149,,0.5277777910232544,0.9974433183670044,,
5,4199,,0.6388888955116272,0.9430792331695557,,
5,4249,,0.5277777910232544,0.9898155927658081,,
5,4299,,0.5,1.1055229902267456,,
5,4349,,0.4444444477558136,1.233406901359558,,
5,4399,,0.5833333134651184,1.1460270881652832,,
5,4449,,0.6666666865348816,0.9432593584060669,,
5,4499,,0.5555555820465088,1.0192599296569824,,
5,4549,,0.4722222089767456,1.2347471714019775,,
5,4599,,0.4166666567325592,1.2606337070465088,,
5,4649,,0.5,1.0685220956802368,,
5,4691,,,,0.43640196323394775,1.3780734539031982
6,4692,0.39145907759666443,,,,
